year,region,npg,birth_rate,death_rate,gdw,urbanization
1999,Sverdlovsk Oblast,-7.5,8.0,15.5,69.77,87.77
1999,Sevastopol,,,,,
1999,Republic of North Ossetia-Alania,-1.8,10.4,12.2,80.06,67.85
1999,Smolensk Oblast,-12.7,6.7,19.4,75.48,70.04
1999,Stavropol Krai,-4.4,8.8,13.2,78.91,55.97
1999,Tambov Oblast,-11.3,7.4,18.7,80.95,57.17
1999,Republic of Tatarstan,-3.0,9.3,12.3,74.6,73.62
1999,Tver Oblast,-13.6,7.3,20.9,81.3,72.42
1999,Tomsk Oblast,-3.4,9.1,12.5,63.69,66.88
1999,Tula Oblast,-13.7,6.5,20.2,79.55,81.25
1999,Tyumen Oblast,1.8,10.3,8.5,67.78,76.82
1999,Udmurt Republic,-3.1,9.9,13.0,68.65,69.62
1999,Ulyanovsk Oblast,-6.6,7.8,14.4,72.44,72.82
1999,Khabarovsk Krai,-5.4,8.1,13.5,58.97,80.66
1999,Republic of Khakassia,-5.3,9.5,14.8,69.01,70.86
1999,Khanty–Mansi Autonomous Okrug – Yugra,4.6,10.8,6.2,46.81,91.08
1999,Chelyabinsk Oblast,-5.9,8.5,14.4,71.69,81.48
1999,Chechen Republic,,,,84.81,36.83
1999,Chuvash Republic,-4.4,9.1,13.5,75.07,60.1
1999,Chukotka Autonomous Okrug,2.2,10.4,8.2,44.85,68.7
1999,Sakha (Yakutia) Republic,3.3,13.1,9.8,62.68,64.32
1999,Yamalo-Nenets Autonomous Okrug,7.0,12.2,5.2,44.59,83.39
1999,Yaroslavl Oblast,-11.6,6.8,18.4,74.02,80.48
2000,Republic of Adygea,-5.9,9.1,15.0,78.59,52.86
2000,Altai Krai,-5.0,9.3,14.3,67.35,52.77
2000,Amur Oblast,-4.4,10.2,14.6,61.13,66.46
2000,Arkhangelsk Oblast,-7.5,8.8,16.3,63.71,74.74
2000,Astrakhan Oblast,-4.4,9.9,14.3,69.14,67.88
2000,Republic of Bashkortostan,-2.9,10.1,13.0,75.44,64.08
2000,Belgorod Oblast,-7.5,8.0,15.5,75.92,65.06
2000,Bryansk Oblast,-10.4,7.8,18.2,78.74,68.39
2000,Republic of Buryatia,-1.5,11.6,13.1,67.04,59.73
2000,Vladimir Oblast,-11.5,7.6,19.1,72.29,79.85
2000,Volgograd Oblast,-7.0,8.2,15.2,71.51,74.81
2000,Vologda Oblast,-7.2,8.8,16.0,70.98,68.72
2000,Voronezh Oblast,-10.3,7.6,17.9,78.69,61.44
2000,Republic of Dagestan,9.0,15.5,6.5,82.57,42.57
2000,Jewish Autonomous Oblast,-4.8,9.7,14.5,62.58,66.92
2000,Zabaykalsky Krai,-2.7,11.8,14.5,66.32,63.6
2000,Ivanovo Oblast,-13.6,7.2,20.8,74.18,82.46
2000,Republic of Ingushetia,16.1,21.5,5.4,85.12,42.87
2000,Irkutsk Oblast,-4.8,10.7,15.5,66.07,79.64
2000,Kabardino-Balkar Republic,0.4,10.4,10.0,72.65,56.64
2000,Kaliningrad Oblast,-7.3,7.9,15.2,62.7,77.63
2000,Republic of Kalmykia,0.1,11.3,11.2,71.92,41.37
2000,Kaluga Oblast,-10.7,7.4,18.1,71.63,74.41
2000,Kamchatka Krai,-1.7,9.3,11.0,45.85,80.85
2000,Karachay-Cherkess Republic,-0.7,10.6,11.3,77.18,43.78
2000,Republic of Karelia,-7.8,8.7,16.5,64.19,74.26
2000,Kemerovo Oblast,-7.7,9.0,16.7,66.32,86.48
2000,Kirov Oblast,-8.7,8.1,16.8,71.62,70.89
2000,Kostroma Oblast,-10.8,8.1,18.9,75.21,66.56
2000,Krasnodar Krai,-6.3,8.9,15.2,75.15,53.71
2000,Krasnoyarsk Krai,-5.5,9.3,14.8,62.42,75.11
2000,Republic of Crimea,,,,,
2000,Kurgan Oblast,-6.7,9.6,16.3,74.09,56.21
2000,Kursk Oblast,-10.4,8.2,18.6,78.77,60.51
2000,Leningrad Oblast,-12.1,6.7,18.8,72.49,66.31
2000,Lipetsk Oblast,-8.7,7.8,16.5,74.38,63.98
2000,Magadan Oblast,-2.1,9.7,11.8,44.24,90.79
2000,Mari El Republic,-5.8,9.1,14.9,69.55,63.09
2000,Republic of Mordovia,-8.4,7.8,16.2,71.69,59.35
2000,Moscow,-5.8,7.3,13.1,57.83,100.0
2000,Moscow Oblast,-9.8,7.2,17.0,67.34,79.5
2000,Murmansk Oblast,-3.0,8.6,11.6,48.52,92.22
2000,Nenets Autonomous Okrug,0.3,13.2,12.9,59.86,62.15
2000,Nizhny Novgorod Oblast,-10.4,7.7,18.1,73.48,77.86
2000,Novgorod Oblast,-12.6,7.5,20.1,75.45,69.52
2000,Novosibirsk Oblast,-5.7,8.5,14.2,65.92,74.63
2000,Omsk Oblast,-4.9,8.6,13.5,67.68,68.19
2000,Orenburg Oblast,-4.7,9.7,14.4,71.14,57.54
2000,Oryol Oblast,-9.8,7.9,17.7,75.14,63.0
2000,Penza Oblast,-9.5,7.5,17.0,72.35,64.6
2000,Perm Krai,-6.5,9.7,16.2,68.11,75.6
2000,Primorsky Krai,-5.3,8.6,13.9,58.18,77.71
2000,Pskov Oblast,-14.9,7.4,22.3,77.06,65.38
2000,Altai Republic,1.3,14.3,13.0,73.08,25.76
2000,Komi Republic,-3.5,9.4,12.9,56.05,75.46
2000,Tuva Republic,2.3,15.9,13.6,75.16,49.8
2000,Rostov Oblast,-7.2,8.0,15.2,72.55,67.61
2000,Ryazan Oblast,-12.3,7.0,19.3,77.49,68.24
2000,Samara Oblast,-8.5,7.9,16.4,65.83,80.53
2000,Saint Petersburg,-9.4,6.8,16.2,64.09,100.0
2000,Saratov Oblast,-8.3,8.1,16.4,70.45,73.23
2000,Sakhalin Oblast,-4.2,9.2,13.4,52.96,86.49
2000,Sverdlovsk Oblast,-8.2,8.4,16.6,66.89,87.74
2000,Sevastopol,,,,,
2000,Republic of North Ossetia-Alania,-2.0,10.3,12.3,77.5,66.79
2000,Smolensk Oblast,-13.0,7.0,20.0,72.49,70.24
2000,Stavropol Krai,-4.6,9.0,13.6,75.17,55.9
2000,Tambov Oblast,-11.0,8.0,19.0,78.47,57.13
2000,Republic of Tatarstan,-3.7,9.4,13.1,72.26,73.59
2000,Tver Oblast,-14.1,7.5,21.6,78.49,72.6
2000,Tomsk Oblast,-3.7,9.5,13.2,60.3,67.06
2000,Tula Oblast,-14.2,6.8,21.0,76.94,81.32
2000,Tyumen Oblast,1.3,10.6,9.3,64.93,76.86
2000,Udmurt Republic,-3.5,10.2,13.7,66.18,69.56
2000,Ulyanovsk Oblast,-7.5,8.1,15.6,69.99,72.88
2000,Khabarovsk Krai,-5.6,8.5,14.1,57.05,80.59
2000,Republic of Khakassia,-4.5,10.1,14.6,66.27,70.95
2000,Khanty–Mansi Autonomous Okrug – Yugra,4.5,11.4,6.9,45.26,91.09
2000,Chelyabinsk Oblast,-6.6,8.9,15.5,68.96,81.5
2000,Chechen Republic,,,,82.39,35.7
2000,Chuvash Republic,-4.7,9.3,14.0,72.37,60.2
2000,Chukotka Autonomous Okrug,1.9,11.5,9.6,43.81,66.96
2000,Sakha (Yakutia) Republic,4.0,13.7,9.7,61.21,64.0
2000,Yamalo-Nenets Autonomous Okrug,6.1,11.7,5.6,43.71,83.3
2000,Yaroslavl Oblast,-10.7,7.3,18.0,71.45,80.44
